"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000037411",16813.3652232404,6.15046356550386,0.51449997409538,11.9542543735166,6.16847331348002e-33,1.02008043185019e-28
"ENSMUSG00000039196",1107.44629715323,5.43420447991194,0.500290782193467,10.8620919539759,1.74700567412355e-27,1.44451164164906e-23
"ENSMUSG00000075027",708.090712950972,7.86837095378496,0.732436777440418,10.7427305620587,6.41194077350891e-27,3.53447548571723e-23
"ENSMUSG00000023033",165.45811966032,4.27555611965311,0.412505402353786,10.3648487880558,3.58324750982638e-25,1.48140410174997e-21
"ENSMUSG00000062515",5301.18046637141,2.16543955735642,0.216422825251963,10.0055969366234,1.44020471417129e-23,4.76333307165012e-20
"ENSMUSG00000015451",311.094853104078,3.21294191072633,0.322146378227736,9.97354658587841,1.98993431347444e-23,5.48459062365447e-20
"ENSMUSG00000040809",627.116801909202,-3.8866018774033,0.392356763301094,-9.90578534878148,3.92871135171394e-23,9.28129994618478e-20
"ENSMUSG00000015966",2383.63699138814,2.27003697539948,0.229868823682117,9.87535821098858,5.32423872364956e-23,1.10058669716241e-19
"ENSMUSG00000059657",528.397976512535,-3.96451269514454,0.434479172774891,-9.124747383918,7.19037533924041e-20,1.32119152205576e-16
"ENSMUSG00000022902",525.609960084117,-3.45173527369227,0.386941378858837,-8.92056384321596,4.63920206525102e-19,7.67184845530561e-16
"ENSMUSG00000079597",1106.83720768188,-4.05150968361641,0.462494453858897,-8.76012598597019,1.95032270552077e-18,2.93204423465427e-15
"ENSMUSG00000054905",683.697379554017,-3.9888029874115,0.462183213965417,-8.63035018772873,6.11644173282995e-18,8.4289664113174e-15
"ENSMUSG00000032484",5087.09161158481,-3.5108297702932,0.414632572967484,-8.4673274585413,2.51087465574351e-17,3.19402570631004e-14
"ENSMUSG00000054200",1061.11176923898,4.19301637073929,0.498820582086648,8.40586078705738,4.24734721954881e-17,5.01702721211991e-14
"ENSMUSG00000087700",159.247377210704,6.0970646921968,0.737069640201144,8.27203341401082,1.31693380981052e-16,1.45187562752244e-13
"ENSMUSG00000071562",1592.46244158015,-4.23472870868151,0.514804016468726,-8.22590456408913,1.93723221640707e-16,2.00225057267023e-13
"ENSMUSG00000027073",1570.41355922873,-3.3021546538052,0.404494197928766,-8.16366383180292,3.2501262390429e-16,3.16160809500309e-13
"ENSMUSG00000003555",1011.75501991299,5.7250344053307,0.71688430091897,7.98599494784836,1.39393395773403e-15,1.28063810328042e-12
"ENSMUSG00000071561",1372.72586568947,-3.91174599054484,0.490791051833488,-7.97028791770227,1.5830511728021e-15,1.37783774971728e-12
"ENSMUSG00000052435",169.555997867137,-3.17180354126857,0.401257197539439,-7.90466454114339,2.68656096442591e-15,2.22138293343556e-12
"ENSMUSG00000029711",162.642692982848,3.41465611463257,0.433772436956502,7.87199882636846,3.4901943764321e-15,2.74844497157417e-12
"ENSMUSG00000035472",151.595142766204,-1.82669730016025,0.233479188793875,-7.82381209047686,5.12472866160861e-15,3.71680903669457e-12
"ENSMUSG00000095620",261.772483299253,-4.35285804400434,0.556437944639236,-7.82271965084355,5.16941451556963e-15,3.71680903669457e-12
"ENSMUSG00000022651",224.265398753641,-2.67693857324763,0.342511419110186,-7.81561846960337,5.46938081840987e-15,3.76863127475184e-12
"ENSMUSG00000027954",5870.20816272039,2.06687516525529,0.264963019357316,7.80061749850457,6.16049769162765e-15,4.07504601305786e-12
"ENSMUSG00000110588",193.184036622057,3.40296411924816,0.440358851946481,7.72770685591154,1.09501141373155e-14,6.96469374956871e-12
"ENSMUSG00000037161",103.836505842402,5.19174591511164,0.67272094160326,7.71753277479133,1.18603037567326e-14,7.26421641574399e-12
"ENSMUSG00000032081",26222.7430178579,3.35664455180055,0.438380631605602,7.65691800640597,1.90448137716555e-14,1.12480030479238e-11
"ENSMUSG00000052212",319.390586356655,-3.06474281090246,0.403742533138731,-7.59083465166991,3.17851346840477e-14,1.81251990437964e-11
